"sample.id","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","deltaofv","likelihood_ratio","relPDF","importance_ratio","probability_resample","resamples","sample_order","CL (L/d) [1]","V (L) [2,3]","CLADA","VADA","VALB","VCREAT","IIV CL (value obtained from SCM+)","IIV V","EPS(1), proportional (value obtained from SCM+)","EPS(2)","seCL (L/d) [1]","seV (L) [2,3]","seCLADA","seVADA","seVALB","seVCREAT","seIIV CL (value obtained from SCM+)","seIIV V","seEPS(1), proportional (value obtained from SCM+)","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
1056,11,56,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,11004.633532420286,206.980063514231,1.13461958530092e-45,0.00673435755360446,1.68482231047211e-43,1.02343985892821e-46,0,0,1.25229,5.45242,4.83786,-0.162182,-0.123399,0.0814328,0.112804,0.401672,0.307176,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,11,57,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10820.216271826372,22.5628029203162,1.26051958475023e-05,0.0218927626125898,0.000575769996256819,3.49749620527671e-07,0,0,1.05871,5.37231,4.65079,-0.223519,-0.126563,0.247373,0.456287,0.300446,0.294734,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,11,58,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,1076069074.9249039,1076058277.27144,0,0.0798764221223032,0,0,0,0,1.38091,4.91005,4.52003,-0.13039,-0.126487,0.133139,0.642192,0.364784,0.29975,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,11,59,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10822.052044914844,24.398576008789,5.03403854476407e-06,0.00465119037117291,0.001082311869229,6.57446841649233e-07,1,929,1.32264,4.49301,3.96438,-0.27228,-0.123739,0.160327,0.456108,0.200171,0.29553,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,11,60,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.399819980245,8.74635107418908,0.0126111298046047,0.0127538900257339,0.988806535038243,0.000600647329060629,1,56,1.58451,4.61064,4.25547,-0.275073,-0.1225,0.324676,0.674841,0.340539,0.268307,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,11,61,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10801.270744223508,3.61727531745237,0.163877241525781,0.16380024668005,1.00047005329535,0.000607732295472498,1,389,1.46433,5.13062,4.00425,-0.310788,-0.124067,0.100465,0.64559,0.359179,0.270466,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,11,62,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.641807475693,8.98833856963756,0.0111739591381691,0.00683672429731528,1.6344024787656,0.000992812495361048,1,417,1.16819,4.72099,4.16204,-0.283348,-0.126272,0.250689,0.652433,0.349604,0.300015,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,11,63,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10817.626543924833,19.9730750187773,4.60152585261013e-05,0.000325767077237296,0.141252022507427,8.58030838562538e-05,1,950,1.7167,4.69886,3.9484,-0.26435,-0.119518,0.238138,0.453137,0.241043,0.293314,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,11,64,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.954750458361,7.30128155230523,0.0259744796180167,0.0611200814151136,0.424974558551452,0.000258149420000321,1,449,1.53137,5.2835,3.88349,-0.24481,-0.124237,0.221878,0.858704,0.422833,0.27492,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,11,65,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10802.676544460703,5.02307555464722,0.0811433628261253,0.248771250747521,0.326176608359292,0.000198134924953228,1,270,1.38352,5.34459,4.45245,-0.155232,-0.122632,0.167948,0.538142,0.310478,0.291328,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,11,66,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10826.842077428730,29.1886085226743,4.58959318589784e-07,0.00190431517113481,0.000241010167616468,1.4640084619757e-07,0,0,1.65969,4.1226,4.36713,-0.247352,-0.125006,0.239032,0.9757,0.326712,0.251218,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,11,67,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10839.347297041293,41.6938281352377,8.83690641477209e-10,0.000127164293764518,6.94920417765716e-06,4.22127158397604e-09,0,0,1.43622,5.21008,4.12583,-0.456576,-0.124225,0.157071,0.285978,0.491431,0.278187,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,11,68,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.395589511021,8.74212060496575,0.0126378335352307,0.00470867333503575,2.68394782054568,0.00163035541597276,1,51,1.52802,5.2979,3.83062,-0.151268,-0.12078,0.227993,0.5707,0.29958,0.297659,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,11,69,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10802.814653017940,5.16118411188472,0.0757291548514066,0.128267735629928,0.590399093579515,0.000358636018343706,1,354,1.4146,4.60621,3.93558,-0.214668,-0.12441,0.16055,0.476214,0.327021,0.275819,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,11,70,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,307460630.67741394,307449833.023945,0,0.284029227610096,0,0,0,0,1.47886,4.9261,4.39063,-0.280615,-0.125275,0.191762,0.573744,0.439438,0.282236,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,11,71,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,311524756.14777011,311513958.494301,0,0.416547629007519,0,0,0,0,1.48785,4.62004,4.2936,-0.234378,-0.124046,0.18264,0.623118,0.438652,0.276975,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,11,72,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.791606187575,10.1381372815194,0.00628827405647662,0.00568843566885979,1.10544874241974,0.000671501260377659,1,591,1.43635,4.37224,3.91611,-0.316794,-0.127063,0.0355886,0.478186,0.461749,0.289618,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,11,73,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10814.795664897008,17.142195990953,0.000189504460496914,0.00358535677640713,0.0528551193967413,3.2106671191858e-05,0,0,1.53178,5.51351,3.77775,-0.458265,-0.123134,0.151837,0.782713,0.284461,0.286268,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,11,74,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10840.711918074356,43.0584491683003,4.46659487675055e-10,0.00128977125112226,3.46309074020999e-07,2.10364326053051e-10,0,0,1.12751,6.06135,4.20832,-0.260213,-0.122099,0.178874,0.529385,0.186242,0.281938,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,11,75,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,250780893.19462332,250770095.541154,0,0.0266027686483883,0,0,0,0,1.50631,4.25431,4.1296,-0.170475,-0.124007,0.150752,0.419397,0.38425,0.292341,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,11,76,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,101199599.16740260,101188801.513934,0,0.0226840533949985,0,0,0,0,1.78717,4.13323,3.03529,-0.456111,-0.12597,0.204638,0.950226,0.352469,0.262671,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,11,77,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10829.054183578812,31.4007146727563,1.51852324701062e-07,7.0676840910551e-05,0.00214854431444166,1.30512628922691e-06,0,0,1.76245,4.4325,4.26448,-0.161235,-0.126768,0.217428,0.820142,0.204968,0.282899,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,11,78,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,353952729.90069556,353941932.247227,0,0.164273255272956,0,0,0,0,1.44094,4.37316,4.05237,-0.262162,-0.123479,0.160114,0.502406,0.383525,0.270397,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,11,79,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10876.787137447445,79.1336685413899,6.55152209258228e-18,4.4733188101733e-06,1.46457750287833e-12,8.89652863461437e-16,0,0,1.77654,4.11279,2.67699,-0.332573,-0.122679,0.290297,1.04442,0.42337,0.219329,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,11,80,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10814.878363253662,17.2248943476061,0.000181828399817567,0.00296184682698767,0.0613902103784666,3.72912845816396e-05,1,888,1.3206,5.31802,4.20067,-0.231995,-0.122304,0.085358,0.613182,0.236129,0.312421,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,11,81,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.393918675425,17.7404497693697,0.000140510985352479,0.00347216999358203,0.040467772491612,2.45820174106959e-05,1,761,1.16651,4.9808,4.23424,-0.12897,-0.126898,0.243444,0.54332,0.245542,0.29372,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,11,82,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10831.460746998833,33.8072780927778,4.55871915752892e-08,0.000271156269524395,0.000168121473478185,1.02124844875245e-07,0,0,1.57374,3.56806,3.62595,-0.253461,-0.120837,0.0532088,0.543126,0.406687,0.254515,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,11,83,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10844.876757890785,47.2232889847292,5.56663938903882e-11,0.077367111061855,7.19509790741481e-10,4.37063893418876e-13,0,0,1.14942,5.45254,4.84496,-0.170107,-0.122816,0.188368,0.281868,0.368275,0.30729,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,11,84,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10825.087849519759,27.434380613704,1.10331606673364e-06,0.000510356263350275,0.00216185466107702,1.31321161620657e-06,0,0,1.29938,6.05682,5.39563,-0.130556,-0.128557,0.287995,0.38825,0.42324,0.307919,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,11,85,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,11812.291304721102,1014.63783581505,4.72273293723495e-221,0.0347940531079824,1.35733911843443e-219,8.24511253948797e-223,0,0,1.78257,4.62009,3.41693,-0.316591,-0.122114,0.209907,0.773137,0.319664,0.26797,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,11,86,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10801.053302966737,3.39983406068131,0.182698681871304,0.225244954965371,0.81111109413923,0.000492706808665388,1,484,1.37986,4.89379,3.74178,-0.303594,-0.125297,0.25688,0.539312,0.319538,0.293218,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,11,87,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.759128669375,10.1056597633196,0.00639122143060272,0.00275817609395585,2.31719122089709,0.00140757030666342,1,102,1.51742,4.74997,3.30105,-0.36006,-0.121607,0.341041,0.507109,0.504964,0.282825,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,11,88,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10827.955795798385,30.3023268923298,2.62986418663468e-07,0.00625746127596678,4.20276541979616e-05,2.55295625040677e-08,0,0,1.15743,5.9817,4.71576,-0.064914,-0.126104,0.0941918,0.517047,0.282716,0.312397,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,11,89,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10859.408241117128,61.7547722110721,3.89154089584546e-14,0.00027707708720896,1.40449754797322e-10,8.53157489325949e-14,0,0,0.827917,5.95928,4.92211,-0.0868554,-0.124223,0.267414,0.507252,0.269918,0.299602,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,11,90,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.416792597567,9.76332369151169,0.00758439944670577,0.00223448208880923,3.39425385626947,0.00206182851819759,1,21,1.2414,5.15591,2.7397,-0.377884,-0.120983,0.222987,0.561023,0.296595,0.294521,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,11,91,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.222637127634,5.56916822157837,0.0617547668322705,0.291196071522678,0.212072802044862,0.000128822937147886,1,214,1.52865,4.55021,3.91788,-0.248784,-0.123222,0.157234,0.769477,0.332392,0.275662,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,11,92,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10835.090649737982,37.4371808319265,7.42368393363466e-09,0.00220034268444152,3.37387625397037e-06,2.04945020964086e-09,0,0,0.993034,5.26018,4.66298,-0.266625,-0.126897,0.191438,0.450985,0.240397,0.298984,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,11,93,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,310625834.25541908,310615036.60195,0,0.0081487536002809,0,0,0,0,1.56148,4.7516,2.99548,-0.255593,-0.125939,0.208251,0.648191,0.370185,0.289142,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,11,94,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,404551248.74681032,404540451.093341,0,0.0205091543346458,0,0,0,0,1.66117,5.12095,3.8853,-0.174609,-0.1255,0.112623,0.8119,0.3383,0.276711,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,11,95,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.129525466826,17.4760565607703,0.000160369780623356,0.0152458847730176,0.0105188897207974,6.38966551251192e-06,0,0,1.74154,4.35436,3.5495,-0.367793,-0.124677,0.15482,0.65295,0.330469,0.259619,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,11,96,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10810.304266103623,12.650797197568,0.00179025251582801,0.00589540076968294,0.303669349339975,0.000184462963315246,1,691,1.37977,4.98439,3.54122,-0.456126,-0.125504,0.161797,0.780366,0.324892,0.30065,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,11,97,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10810.618604280018,12.9651353739628,0.00152987738550594,0.0137244741289124,0.111470747158396,6.77125445439068e-05,1,540,1.69334,4.91106,3.26835,-0.458338,-0.121665,0.196002,0.762222,0.306114,0.285114,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,11,98,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10811.979659519842,14.3261906137868,0.000774653049515319,0.00982144153805198,0.0788736609095538,4.79115500149127e-05,1,636,1.32596,4.63391,3.81264,-0.341446,-0.124366,0.0587177,0.666559,0.26559,0.258461,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,11,99,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10805.238514981651,7.58504607559553,0.0225386641517762,0.0143168502358275,1.57427533155119,0.000956288454410032,1,479,1.3994,4.96453,3.89396,-0.29201,-0.130261,0.277182,0.565479,0.423825,0.293665,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,11,100,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,233219814.77225471,233209017.118786,0,2.2945635578505e-05,0,0,0,0,1.38298,5.16237,3.12299,-0.42691,-0.129279,0.158505,0.459197,0.378184,0.254678,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,12,1,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10813.245095864626,15.5916269585705,0.000411453938676358,0.0704695872986086,0.00583874483233254,3.54672664908253e-06,0,0,1.56269,4.52911,3.52483,-0.441338,-0.122606,0.136772,0.837281,0.301748,0.270666,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,12,2,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10812.039775363037,14.3863064569814,0.000751715050154467,0.0239130077015761,0.0314354036738307,1.9095334209031e-05,0,0,1.33014,4.42284,3.50288,-0.399865,-0.121867,0.171767,0.409909,0.421168,0.292752,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,12,3,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.241765823001,6.58829691694518,0.0370996234701581,0.0541946280324928,0.684562747582929,0.000415835425171608,1,426,1.49573,4.53279,4.26559,-0.230795,-0.120649,0.180786,0.487149,0.338248,0.272963,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,12,4,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10810.554822802163,12.901353896108,0.00157945259939204,0.00542970334724236,0.290891140525055,0.000176700881732155,1,433,1.616,4.87717,4.8308,0.0180083,-0.124996,0.137141,0.759232,0.377368,0.289861,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,12,5,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.089885151259,17.4364162452039,0.000163580043848526,0.0310295660971242,0.00527174770464118,3.20230607916822e-06,0,0,1.61795,4.69493,3.52673,-0.414053,-0.126445,0.239124,0.816632,0.290202,0.263148,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,12,6,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,302677180.16562271,302666382.512154,0,0.00292596846699932,0,0,0,0,1.43419,4.32231,5.1811,0.0073643,-0.125318,0.146211,0.399146,0.41135,0.279426,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,12,7,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.502486137804,6.8490172317488,0.0325652791193728,0.00523847785472246,6.21655374375887,0.00377622544940624,1,42,1.43578,5.16953,4.55043,-0.126508,-0.12036,0.056239,0.661582,0.396659,0.279467,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,12,8,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10822.017194675223,24.363725769168,5.12252598266319e-06,0.00380639066614779,0.00134576989908589,8.17483569103707e-07,0,0,1.18899,5.64408,3.22189,-0.320437,-0.122377,0.127093,0.683004,0.209432,0.288267,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,12,9,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.898885479563,18.2454165735071,0.000109158643735879,0.00578872096664365,0.0188571265336304,1.14547004745932e-05,0,0,1.49951,4.28949,4.02696,-0.18379,-0.119758,0.158047,0.387488,0.45625,0.280299,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,12,10,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10818.648732927310,20.9952640212541,2.76017326337316e-05,0.00404961232834997,0.00681589505259582,4.1402933874632e-06,0,0,1.42486,4.77189,4.11122,-0.221042,-0.122061,0.022505,0.604966,0.191622,0.272495,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,12,11,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,388740435.59030533,388729637.936836,0,0.0516818073808287,0,0,0,0,1.67939,4.61892,3.95311,-0.148563,-0.123824,0.2237,0.717814,0.41638,0.266602,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,12,12,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10825.232447106713,27.5789782006577,1.0263629715596e-06,0.0537904662117786,1.90807599160547e-05,1.15905458488724e-08,0,0,1.3102,5.01373,4.47179,-0.216041,-0.120822,0.181382,0.293473,0.341996,0.28889,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,12,13,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10800.932859410012,3.27939050395617,0.194039166333581,0.211713687196255,0.916516871928597,0.000556735207197658,1,546,1.32977,5.34316,4.4982,-0.218318,-0.122017,0.188372,0.58491,0.320637,0.285475,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,12,14,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.830115416602,10.1766465105466,0.00616835397593499,0.00799463957615947,0.77156123389595,0.000468682374078769,1,287,1.65647,4.47315,3.39362,-0.362998,-0.128242,0.26,0.552192,0.416266,0.287495,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
