"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[1] CL (L/d)","VMAX","KM","[2,3] V1 (L)","V2","Q","CLALB","IIV CL","EPS(1), proportional","EPS(2)","se[1] CL (L/d)","seVMAX","seKM","se[2,3] V1 (L)","seV2","seQ","seCLALB","seIIV CL","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
303,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,200.73,0,4280.6266738800996,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1,1,0,0,0,0,0,1,0,0,0,0,2.2,NA,FOCE_I,NA,436.74,0,4446.9015397473022,0.942908,1.37971,0.00758137,4.42299,0.000307001,12.9967,-3.66889,0.366116,0.327125,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,517.96,0,5883.4731240825777,0.942948,1.37978,0.00758034,4.42227,0.000306967,12.995,-3.66757,0.36611,0.327038,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,652.91,0,6114.4150172305190,0.942945,1.37999,0.00758019,4.42283,0.000306976,12.9978,-3.66906,0.366172,0.327105,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,222.63,0,4574.5263835919022,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,896.42,0,5173.0653545522737,0.942931,1.37977,0.00757915,4.42268,0.000306992,12.9976,-3.66965,0.366087,0.327079,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,356.75,0,5619.1991144018302,0.942926,1.37975,0.00758591,4.42278,0.000306973,12.9976,-3.66905,0.366115,0.327121,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,846.36,0,5647.6721516966018,0.942719,1.37965,0.00757967,4.41853,0.000306941,12.9985,-3.67649,0.366272,0.327323,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,418.61,0,7091.3665948126509,0.9429,1.37966,0.00757983,4.42298,0.000306978,12.9982,-3.66881,0.366113,0.327137,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,282.47,0,5857.4591293262802,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,552.29,0,6104.8233476961359,0.942659,1.37951,0.00758124,4.42277,0.000306975,12.999,-3.66447,0.366049,0.327168,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,489.96,0,5350.4632729316781,0.942923,1.37982,0.00757985,4.42274,0.000306959,12.9977,-3.66834,0.366123,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,497,0,6027.6644034488891,0.942845,1.3797,0.00758079,4.42277,0.000306933,13.0046,-3.67177,0.366121,0.327206,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,575.34,0,4276.6569548234547,0.942927,1.37965,0.00758012,4.42288,0.000307015,12.9971,-3.69166,0.36634,0.327096,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,195.59,0,5145.8140239109644,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,418.71,0,4125.5473281628983,0.942874,1.37968,0.00757969,4.42103,0.000306984,12.998,-3.67773,0.36615,0.32712,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,341.04,0,4310.9297427950542,0.942834,1.37972,0.0075794,4.42318,0.000306977,12.9979,-3.67928,0.366109,0.327193,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,548.2,0,5646.5629455881044,0.94295,1.37968,0.00758004,4.4227,0.000306965,12.9986,-3.66831,0.366174,0.327164,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,770.89,0,2814.7326723779315,0.942952,1.37972,0.00756546,4.42277,0.000306954,12.9981,-3.66988,0.366075,0.327132,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,252.78,0,5154.2958320605712,0.942502,1.37964,0.00757985,4.42389,0.000306982,12.9982,-3.99226,0.366105,0.32723,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,211.29,0,6140.8954690078708,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,580.83,0,4038.1361737618049,0.942794,1.37972,0.00757885,4.42336,0.000306977,12.9978,-3.67249,0.365924,0.327198,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,402.8,0,5223.2120161117582,0.942912,1.37958,0.00758062,4.42288,0.000307193,12.9997,-3.67816,0.364817,0.327183,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,196.05,0,5105.4378325376247,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,343.37,0,6746.4633618757434,0.942928,1.37975,0.00757963,4.4228,0.000306973,12.9978,-3.66855,0.366121,0.327114,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,441.16,0,4693.2958910466541,0.942942,1.37978,0.00757952,4.42288,0.000306966,12.9978,-3.66957,0.366098,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,474.38,0,4940.6597367522463,0.942951,1.37966,0.0075795,4.42271,0.000306949,12.9977,-3.66948,0.366109,0.327107,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,348.51,0,4849.4025335045044,0.942923,1.37968,0.00757962,4.42297,0.000306928,12.9979,-3.66902,0.366108,0.327127,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,365.2,0,6131.6011826006788,0.942929,1.37975,0.00757986,4.42287,0.000306973,12.9979,-3.669,0.366124,0.327064,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,893.35,0,6913.6523831466602,0.942914,1.37964,0.00758015,4.4233,0.000306973,12.9981,-3.66828,0.366122,0.327141,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,417.58,0,4424.1739045379181,0.942437,1.37965,0.0075841,4.42375,0.000306976,12.9988,-3.76379,0.365743,0.327261,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,336.07,0,6250.8971722312954,0.942899,1.37961,0.00757954,4.42292,0.000306766,12.9978,-3.6688,0.366106,0.32715,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,347.37,0,6565.0078091952191,0.942888,1.37955,0.00757988,4.42293,0.000306979,12.9983,-3.6684,0.366119,0.327144,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,533.91,0,5026.5839922428158,0.942944,1.37966,0.00758143,4.42279,0.000306944,12.9984,-3.66956,0.366114,0.327121,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,341.42,0,5905.7954700849441,0.942903,1.37963,0.00757966,4.42299,0.000306981,12.9981,-3.66878,0.366114,0.327132,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,205.28,0,4429.1815400138403,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,478.08,0,2902.7529863606196,0.942845,1.37972,0.0075791,4.4231,0.000306988,12.9985,-3.67747,0.366043,0.327152,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,274.91,0,7142.8504323141069,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,394.61,0,6362.2624801829197,0.942927,1.37961,0.00757947,4.42291,0.000306964,12.9977,-3.66899,0.366141,0.32715,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,392.13,0,5107.2321056479386,0.942856,1.37971,0.00757964,4.42334,0.000306966,12.998,-3.66868,0.366125,0.327136,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,274.04,0,6563.7077773041228,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,547.91,0,6352.7597007308686,0.942869,1.3833,0.00757926,4.42305,0.000306974,12.9977,-3.67874,0.366104,0.327142,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,219.38,0,5204.1874812259766,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,353.16,0,5829.1199088509302,0.94293,1.37969,0.00757979,4.42291,0.000306966,12.9981,-3.66863,0.36612,0.327122,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,218.51,0,6214.1477288044889,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,347.72,0,5726.0529373207810,0.927019,1.3769,0.00757164,4.45468,0.000307113,12.997,-2.56368,0.366004,0.33317,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,341.15,0,4694.7438944684354,0.942949,1.37978,0.00757958,4.42287,0.000306966,12.9977,-3.66954,0.366107,0.327118,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,190.59,0,6438.7063748658320,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,1,1,0,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,NA,351.96,0,2459.8341368227511,0.94297,1.37968,0.00757972,4.42299,0.000306981,12.9982,-3.66865,0.366114,0.327126,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,352.46,0,3211.0242043840472,0.942955,1.37966,0.00758045,4.42283,0.000306966,12.9978,-3.66864,0.366112,0.32712,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,1,1,0,0,0,0,0,1,0,0,1,0,2.6,NA,FOCE_I,NA,534.01,0,5431.0385443768137,0.942928,1.37968,0.00757994,4.4223,0.000306977,12.9961,-3.66963,0.366128,0.327101,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,377.04,0,4177.0366406371413,0.942905,1.37964,0.00757963,4.42296,0.000306982,12.998,-3.66872,0.366118,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,456.84,0,4467.5157723507582,0.942253,1.37971,0.00757973,4.42315,0.000306973,12.9982,-3.66863,0.366114,0.327132,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,237.51,0,5710.2964841522962,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,243.81,0,6947.4718680458773,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,390.14,0,4311.6992708409280,0.942899,1.37953,0.00757964,4.42299,0.000306981,12.998,-3.66867,0.366117,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,885.95,0,5631.1321621114739,0.785133,1.36866,0.00753396,3.94526,0.000329583,13.0108,-7.98258,0.367782,0.532596,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,1,1,0,1,0,0,0,0,0,0,1,0,3,NA,FOCE_I,NA,624.28,0,5694.5666606542645,0.942861,1.37971,0.00757958,4.42337,0.000306711,12.9978,-3.67998,0.366109,0.327169,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,355.07,0,7306.0986919048273,0.942977,1.37902,0.0075795,4.42282,0.000306967,12.9975,-3.66988,0.36612,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,485.18,0,5742.0175410290494,0.942935,1.37978,0.0075795,4.42268,0.000306966,13.6289,-3.66893,0.366128,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,357.03,0,6470.7318736626021,0.942947,1.37966,0.00762802,4.4226,0.000306966,12.9966,-3.66766,0.366132,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,230.86,0,5440.8987313291436,0.942835,1.3797,0.0075797,4.42319,0.000306981,12.9981,-3.67957,0.366112,0.327133,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,217.15,0,7773.9353333068666,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,450.51,0,4696.7288648941258,0.942837,1.37971,0.00757948,4.42298,0.00030698,12.9981,-3.68296,0.366327,0.327162,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,753.69,0,6304.0907347457432,0.942833,1.37988,0.00758009,4.42257,0.000306922,13.0034,-3.67845,0.365871,0.327178,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,511.1,0,6929.4826252456487,0.917479,1.37726,0.00756714,4.45719,0.000307203,13.034,-3.00363,0.365361,0.337514,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,691.46,0,6931.2400485473599,0.94292,1.37978,0.00758019,3.816,0.000306965,12.9979,-3.67013,0.366162,0.327091,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,326.14,0,5597.9814740746770,0.942902,1.37958,0.00757955,4.42302,0.000306952,12.9978,-3.6683,0.36611,0.327139,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,548.43,0,5065.7535442298149,0.942924,1.37981,0.00758004,4.42315,0.000306981,12.9931,-3.66917,0.365922,0.327092,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,338.5,0,4569.7660053965465,0.942875,1.37957,0.00757945,4.42343,0.000306926,12.9977,-3.66889,0.366322,0.327159,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,409.79,0,5838.1233716282486,0.942848,1.37971,0.00757966,4.42304,0.000306973,12.998,-3.66863,0.366122,0.327136,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,1,1,0,0,0,0,0,1,0,0,0,0,1.6,NA,FOCE_I,NA,246.42,0,5646.5745708705153,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,437.53,0,5597.9230814299553,0.942887,1.37972,0.00757968,4.42306,0.000306981,12.9981,-3.67973,0.366112,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,416.54,0,5105.9803610676827,0.94136,1.37942,0.00757977,4.42767,0.000306965,12.998,-4.00787,0.366099,0.327432,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,249.34,0,6466.7016258575113,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,1,1,0,1,0,0,0,0,0,0,2,0,3.4,NA,FOCE_I,NA,950.43,0,3397.1224632197918,0.940618,1.37849,0.00757963,4.43023,0.000307043,13.0025,-4.07727,0.365682,0.32738,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,290.09,0,5557.4485433124382,0.942887,1.37972,0.00757969,4.42305,0.000306981,12.9981,-3.67869,0.366112,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
